id,text,is_humor,votes_no,votes_1,votes_2,votes_3,votes_4,votes_5,humor_rating,humor_mechanism,humor_target
tweet5063,"–Tu belleza es de otro planeta.
–Aww, ¿en serio?
–Sí, del planeta de los simios, por ejemplo.",1,0,0,3,1,1,0,2.6,embarrassment,body shaming
tweet5125,"– ¿Pero podemos seguir siendo amigos?
– Sí pero de esos que no se hablan y se ignoran cuando se ven en la calle.",1,0,1,3,1,0,0,2,irony,family/relationships
tweet5135,estoy en esa fase de la abstención en la que voy de camino a comprar cigarros,1,1,2,1,0,1,0,2,wordplay,substance use
tweet5137,Casillas se acaba de pedir una semana más de vacaciones en Miami para buscar el balón de Ramires.,1,2,1,1,1,0,0,2,absurd,professions
tweet5143,La locura es hereditaria; se hereda de los hijos #frases,1,2,2,0,1,0,0,1.6667,absurd,age
tweet5153,"Nos amábamos mucho, pero todo estaba en contra nuestra. Hasta el marido de ella...",1,2,0,2,1,0,0,2.3333,unmasking,men
tweet5159,"Que bueno que ya salió el iPhone 7, así baja el 6, rematan el 5 y podré comprarme un Alcatel.",1,0,1,3,1,0,0,2,reference,social status
tweet5165,"""Ahhh ok, muchas gracias""

—Yo, después de no haber entendido nada cuando pregunto por una dirección.",1,1,0,2,2,0,0,2.5,reference,self-deprecating
tweet5166,"–Tira una moneda, si sale cara me tomo otra cerveza. 

–Cruz.

–Otra vez.

–Cruz.

–Otra.

–Cruz.

–Joder, otra vez.

–Cara.

–Toooooma.",1,0,4,1,0,0,0,1.2,unmasking,substance use
tweet5177,En un restaurante: —Señor ¿vino con su pescado? —No! Es mi esposa y así huele!,1,1,1,1,0,2,0,2.75,wordplay,women
tweet5207,"- Mi vida, tengo un retraso.
- Sí amor, siempre lo supe, pero te amo igual.
#Chistes #Humor #Anecdotas #Bestias ...",1,1,2,1,0,1,0,2,misunderstanding,family/relationships
tweet5213,"Ya voy a dejar de fumar, porque dicen que afecta a ""la larga"", y yo no quiero que me pase nada en ése órgano tan importante de mi cuerpo.",1,0,0,5,0,0,0,2,absurd,men
tweet5225,"-Mamá, mamá... En la escuela me dicen narizón. -No les hagas caso, lo que pasa es que tienes la cara muy atrás. #fb",1,0,2,4,3,0,0,2.111111111,absurd,body shaming
tweet5230,Entonces volteas hacia ambos lados antes de cruzar y te percatas que estás solo. En la vida.,1,2,1,0,1,1,0,2.6667,exaggeration,self-deprecating
tweet5235,¿Sabes en que se parecen Papá Pitufo y el Twitter? En que ambos tienen el pajarito azul.,1,0,0,3,1,1,0,2.6,analogy,technology
tweet5253,"-Hijo ¿Esta Drogado? -No lo de la nariz es harina, los ojos rojos conjuntivitis y ese unicornio no es mío.",1,0,2,3,4,0,1,2.5,unmasking,substance use
tweet5254,"más lento que desfile de rengos
#chistes",1,1,2,1,0,1,0,2,analogy,health
tweet5259,Que bueno ser feo y no preocuparse por el ángulo de la selfie y esa pendejadas.,1,1,1,2,0,1,0,2.25,insults,self-deprecating
tweet5291,"El ""NO"" de las mujeres proviene del latín ""ruégame un poquito más"".",1,3,8,4,0,0,0,1.333333333,stereotype,women
tweet5292,"—Mi amor, ¿ya se me nota el gimnasio?
—Sí, ¿te lo comiste?",1,0,0,1,1,2,1,3.6,embarrassment,body shaming
tweet5344,"Ella frente al espejo: -Estoy gorda, senos caídos, fea! Dime algo pa levantar el ánimo! -Bueno, cariño, la vista la tienes clarita!",1,0,2,0,2,1,0,2.4,insults,body shaming
tweet5352,"¿Por qué lo llamamos ""5 minutos más""?, cuando lo que queremos es dormir toda la mañana.",1,2,1,1,0,1,0,2.3333,parody,self-deprecating
tweet5374,"- Señor, ¿usted es bizco? - No, lo que pasa es que tengo un ojo tan bonito, que el otro se le queda mirando...",1,0,8,11,4,0,2,2.08,irony,health
tweet5393,"Chistes, cosquillas, palabras dulces, para sacarle una sonrisa a la gorda no necesitas mucho. Ahora intentá sacarle un sandwich de la mano.",1,1,4,0,0,0,0,1,embarrassment,body shaming; women
tweet5407,"¿Por qué un hombre no puede suicidarse con un tiro en la cabeza?
Porque la bala no encuentra el cerebro.

#Chiste...",1,1,1,2,1,0,0,2,stereotype,men
tweet5442,"—Gordo, nuestro hijo está en su cuarto escuchando a Romeo Santos.
—¿Le habrán roto el corazón?
—Yo creo que le rompieron el culo.",1,0,3,1,0,0,1,2,stereotype,lgbt
tweet5452,"—Qué asco San Valentin, adoptar costumbres que...

—Mira, empezó la Champions. 

—¡Visca Barça!",1,0,1,1,1,2,0,2.8,stereotype,men
tweet5469,"SI de entrada me dice de qué signo es, ya le digo cual es mi Pokemon preferido, para que crea que ambos somos retardados y se sienta cómoda.",1,0,1,2,1,1,0,2.4,insults,women
tweet5489,¿Que somos? ¡GORDOS! ¿Que queremos? ¡Empezar la dieta! ¿Cuando lo queremos? ¡EL LUNES! Ya es lunes !!!! EL PRÓXIMO LUNES !!,1,0,1,0,1,3,0,3.2,stereotype,body shaming
tweet5491,"Jaimito en la una tienda 👦

- tiene el libro como para salir de pobre?
- si claro 🙎
- me fia uno por favor ?
😂😂😂😂",1,0,0,3,0,2,0,2.8,unmasking,social status
tweet5520,"—Amor ¿Crees que soy chaparra? —Pues tienes una estatura común. —¿Tengo una estatura común? —Sí, Comúnduende, maldita enana. ¡JAJAJAJAJAJÁ!",1,0,2,2,1,0,0,1.8,embarrassment,body shaming
tweet5540,"—Mamá, hasta en mis sueños me dicen gorda. 
 —Tranquila, hija, solo son pesadillas. 
—¡¿QUESADILLAS?! ¿Dónde? #XD",1,0,2,1,2,0,0,2,exaggeration,body shaming
tweet5576,Más largo que PIROPO DE TARTAMUDO #frases,1,1,2,0,1,0,1,2.5,exaggeration,health
tweet5581,"Cuando una mujer es atenta, cariñosa y amorosa contigo, indudablemente está esperando el momento adecuado para hacerte daño. Tengan cuidado.",1,2,2,0,0,0,1,2.3333,stereotype,women
tweet5588,En Titanic 2 Miley Cyrus acaba con el iceberg a lamidas.,1,0,5,0,0,0,0,1,parody,professions
tweet5591,"Sí pones el GPS en voz femenina y no le obedeces, empieza a reclamarte, a gritarte y si no haces caso, te amenaza con bajarse a media calle.",1,2,0,0,2,1,0,3.3333,stereotype,women
tweet5608,"Una mujer está enojada si:

—No habla.
—Habla sin parar.
—Actúa como si nada pasara.
—Está rara.
—Te insulta.

Y también podría no estarlo.",1,2,0,1,1,1,0,3,stereotype,women
tweet5612,"—Hijo,  ¿ves esas tierras? —Sí. —Pues algún día serán tuyas. —Pero papá, es la  caja donde caga el gato. —Hijo, no arruines el momento :')",1,0,3,2,2,1,0,2.125,embarrassment,social status
tweet5640,"—¿Que nombre le ponemos a la banda?
—Ponle 'SEMEN'.
—No jodas, no podemos ponerle así.
—Entonces ponle 'Jarabe de Palo'.",1,1,0,1,1,2,0,3.25,parody,professions
tweet5678,"—Amiga, regresé con mi ex.
—¿El que te puso el cuerno?
—Sí, pero está arrepentido, ¿qué opinas?
—Si ser pendeja te hace feliz, te apoyo.",1,2,1,2,0,0,0,1.6667,insults,women
tweet5700,Está igualado este año el Globo de Oro a 'Mejor Corto' entre los minutos jugados de Isco y Mata.,1,2,2,1,0,0,0,1.3333,wordplay,professions
tweet5704,"A mi me gustaria que mi suegra fuera una estrella. ¿Sí? ¿Para que te lleve a Hollywood? No, para que estuviese a 3000 años luz.",1,0,1,3,2,0,0,2.1667,exaggeration,family/relationships
tweet5731,"Por que tengo que manejar con lentes??? ah cierto, estoy CIEGA",1,2,2,1,0,0,0,1.3333,absurd,health; self-deprecating
tweet5755,Esta tan enfermo que el medico le dijo que la unica esperanza que le queda es  la reencarnación.  #chistes #humor,1,0,0,3,1,1,0,2.6,exaggeration,health
tweet5770,"No hay nada más peligroso que una machorra enojada, tienen el humor de una mujer y la fuerza de un hombre.",1,2,2,1,0,0,0,1.3333,analogy,women
tweet5804,#LoQueHubieraTuiteadoDeNiño Me robe muchas pelotas de la piscina de McDonald's jajaja.,1,1,3,1,0,0,0,1.25,exaggeration,age
tweet5806,"Manolo hace el amor con una prosti y ella dice: -Tengo V.I.H -No joda, eso no es nada, yo tengo VHS, DVD, MP3... #fb",1,0,6,0,0,0,0,1,misunderstanding,ethnicity/origin
tweet5809,"-Estoy a favor de ""Ni una menos"", creo...
-Sí, yo también
-Cerrá el orto y dejame hablar querés, conchuda. Después no sabes por qué te fajo.",1,0,4,1,0,0,0,1.2,insults,women
tweet5820,"—Hijo, deberías volver a la casa

—Que no mamá, ya soy autosuficiente. Mejor dime cuántas tazas de Suavitel debo ponerle al arroz.",1,0,2,1,1,1,0,2.2,reference,self-deprecating
tweet5823,"Me regalaron una camiseta de Argentina talle ""M"" y no viene con un manual que me explique como sacarme la panza para poder usarla.",1,1,2,2,0,0,0,1.5,absurd,self-deprecating
tweet5852,"Top cosas que ella quiere: 

1) Mmm.
2) Ahhh.
3) Mmm.",1,2,1,0,0,1,1,3.3333,parody,professions
tweet5909,"La mujer cambia por dos razones:

1- No las.
2- Sé.",1,1,4,0,0,0,0,1,exaggeration,women
tweet5910,"Yo: ""Hoy sí me voy a dormir temprano"". 
Mi celular: JAJAJAJAJAJAJA
Mi insomnio: JAJAJAJAJAJA
Netflix: JAJAJAJAJAJAJA
Twitter: JAJAJAJAJAJAJA",1,1,3,0,1,0,0,1.5,absurd,technology
tweet5941,—¿Eres ganadero? —No. —¿Y qué haces con esa vaca? —¡Papá! deja a mi novia en paz. —JAJAJÁ que nos deje un litro de leche o se va. —¡Ya :( !,1,1,0,2,0,2,0,3,insults,body shaming; women
tweet5946,Situación sentimental: ❒ En una relación. ❒ Casado. ❒ Soltero. ✔ Lo importante es la salud,1,1,0,2,0,2,0,3,absurd,self-deprecating
tweet5967,"-Doctor, tengo un problema de doble personalidad. -Por qué no se sienta y platicamos los cuatro! #chistes",1,0,1,2,3,1,1,2.875,unmasking,professions
tweet5984,#MACHISTA: ¿Cómo conviertes una perra en una gata? Le quitas la tarjeta de crédito. by @Choyizo #fb,1,1,3,1,0,0,0,1.25,wordplay,women
tweet6010,Le dice un borracho a una señora que está dando pecho! -Señora hip! Aunque no lo crea su hijo me invitó a cenar! #fb,1,1,4,0,0,0,0,1,unmasking,substance use
tweet6070,Últimamente solo a Netflix le importa si aún estoy.,1,0,2,2,0,1,0,2,reference,self-deprecating
tweet6073,"- ¿Me da una entrada para el teatro?
- ¿Para Los Miserables?
-Mire, somos pobres pero respétenos.",1,0,2,2,0,1,0,2,misunderstanding,social status
tweet6107,"Patrullero a conductor borracho: -Permiso para conducir... -Echate para allá mi amor, que este pendejo quiere manejar! by @anestart",1,0,1,2,2,0,0,2.2,misunderstanding,substance use
tweet6123,"Un viejito a Jaimito: -Oye niño, ¿cuántos años crees que tengo? -Disculpe señor, sólo sé contar hasta cien...",1,0,1,0,3,1,0,2.8,insults,age
tweet6139,"¿Tienes algún pedo o qué?

— Yo, defendiendo mi punto de vista diplomáticamente.",1,2,1,2,0,0,0,1.666666667,reference,self-deprecating
tweet6154,"-Doctor, hace una semana que no como, no duermo y no tomo agua, ¿Que cree que tengo? -Pues hambre, sueño y sed. -¬¬'",1,0,2,2,1,0,0,1.8,irony,professions
tweet6158,"Yo: ""Solo un imbécil pagaría lo que quieren cobrar por el iPhone X"".

Yo en dos meses: ""¿Ya viste mi nuevo iPhone X?""",1,1,0,4,0,0,0,2,reference,self-deprecating
tweet6164,FORMA DE BUBIS --- *De silicona (+)(+)—Perfectas (o)(o) —DeAbuela \./\./ —Normales (•)(•) —Grandotototas (OYO) —Pequeñas (.)(.) #RT,1,2,3,0,0,0,0,1,analogy,body shaming
tweet6179,"En Halloween diferencio a los niños del Barça porque en vez de decir ""Trick or Treat"" dicen ""Trick or I'll steal your candies"".",1,2,2,1,0,0,0,1.3333,stereotype,age
tweet6186,"—¿En qué año estamos?
—170 antes de Cristo.
—¿Quién es Cristo?
—Ni idea.",1,0,1,0,3,1,0,2.8,absurd,religion
tweet6198,"#NoEsBorracheraSi No entras al baño, te miras al espejo y dices ""estoy bien, estoy bien, lo puedo controlar! No voy a ¡¡vomiujgshjvsjaskl!!""",1,0,2,0,2,1,0,2.4,reference,substance use
tweet6224,#frase: Más vale borracho conocido que alcohólico anónimo ---RT,1,0,1,1,2,1,0,2.6,wordplay,substance use
tweet6225,"-Hola, ¿te llamas Google? -No ¿por qué? -Porque tienes todo lo que busco... #fb",1,2,1,0,2,0,0,2.333333333,analogy,technology
tweet6233,"- ¡Soldado López!
- ¡Sí, mi capitán! 

- No lo vi ayer en la prueba de camuflaje. 

- ¡Gracias, mi capitán!
#Chis...",1,0,0,0,1,2,2,4.2,irony,professions
tweet6237,"Mujeres, si un hombre no les responde rápido, seguro está leyendo la Biblia. Los hombres no engañan, no sé quién les mintió a todas ustedes.",1,2,2,1,0,0,0,1.3333,irony,men
tweet6255,"Soy de esos caballeros que siempre se baja a abrirle la puerta del carro a una mujer... 

Sólo para que no azote la puerta la muy pendeja.",1,0,1,2,2,0,0,2.2,unmasking,women
tweet6257,"Si la vida fuera vodka, me la tomaría en serio.",1,1,1,1,2,0,0,2.25,wordplay,substance use
tweet6269,"Si eres gorda y no tienes tetas, debes ser consciente de que tu existencia es un error.",1,2,2,0,1,0,0,1.666666667,insults,body shaming; women
tweet6275,"Iba caminando por la calle cuando de repente vi a una mujer en moto, le grité: ¡VAAACA!! me dijo: ¡TU MADRE! Y pues nada, chocó con la vaca.",1,0,0,1,0,1,3,4.2,misunderstanding,body shaming
tweet6297,"#Chiste ‎""Era un niño tan feo, tan feo que cuando jugaba a las escondidas... nadie iba a buscarlo"" #chistes RT.",1,1,0,3,1,0,0,2.25,embarrassment,body shaming
tweet6308,"Mujeres, el «hombre perfecto» no existe, así que deben resignarse al pendejo que tienen o morirán solas, leyendo a Coelho y adoptando gatos.",1,2,2,1,0,0,0,1.3333,exaggeration,men; women
tweet6335,"Mis pensamientos de noche: ¿De dónde venimos? ¿A dónde vamos? ¿Qué es la vida? ¿Qué hago con la mía?

Mis pensamientos de día: Comida.",1,1,1,3,0,0,0,1.75,reference,self-deprecating
tweet6336,"El alcohol no te dará las respuestas, pero borrará las preguntas.",1,1,1,0,2,1,0,2.75,wordplay,substance use
tweet6402,"—Oye, ¿Es verdad que eres sordo? —Un poquito, pero ya me estoy poniendo a dieta.",1,0,0,0,3,6,1,3.8,wordplay,health
tweet6408,"En el barrio me tratan como un objeto sexual. 
Cuando me ven, me gritan, Chau Forro!!",1,0,0,0,3,2,0,3.4,insults,self-deprecating
tweet6410,A esta hora te das cuenta de los que están mamadoa porque empuezan a escribir cualgdyer fxgdugsa,1,2,2,1,0,0,0,1.333333333,absurd,substance use
tweet6442,¿Qué diferencia hay entre un perrito y un politico atropellado? Detrás del perrito hay huellas de frenado... by @Yannis1515 #fb,1,0,1,1,1,2,0,2.8,stereotype,professions
tweet6444,"¿En que se parecen un perro y un ginecólogo miope?
 En que los dos tienen la nariz húmeda.",1,0,2,2,1,0,0,1.8,analogy,professions
tweet6457,"Me viene a buscar para q salgamos a correr ,relations goals? O estamos muy gordos?",1,1,2,1,1,0,0,1.75,exaggeration,family/relationships
tweet6512,Acabo de romper un  espejo. Supongo que eso significa que Hugo Chavez gobierna por 7 años mas... by @hadacon #fb,1,2,2,1,0,0,0,1.3333,stereotype,professions
tweet6535,En navidad hay que ponerse en pedo sí o sí. Jesús no transformó el agua en vino para que se pongan a tomar mate o Coca Cola en su cumple.,1,0,1,2,2,0,0,2.2,exaggeration,religion
tweet6556,"El GALLEGO PUSO LA COMPU AL SOL PARA TENER HOT-MAIL 
#CHISTES",1,1,1,3,0,0,0,1.75,wordplay,ethnicity/origin
tweet6564,"- Como te puedo hacer feliz en la cama? 
- No me despiertes!

**Todas las mujeres**",1,0,2,1,1,1,0,2.2,embarrassment,women
tweet6568,—¡Que gorda estás! —Tu envidia alimenta mi ego —No jodas. Hasta eso te comes!,1,0,3,1,0,0,1,2,insults,body shaming
tweet6570,"Si tu pareja te dice ""Tenemos que hablar"" no puede ser nada bueno... a menos que sea muda, entonces es un milagro ¡ALABADO SEA CRISTOJAJAAJA",1,1,1,1,1,0,1,2.75,absurd,women
tweet6579,#chiste — #Facebook: ¿Qué estás pensando? — #Twitter: ¿Qué está pasando? — #Myspace: ¿A dónde se fueron todos? #chistes RT,1,0,1,1,3,0,0,2.4,reference,technology
tweet6592,"El mundo""real""existe,se llama Tweeter...la fantasia existe,se llama FaceBook(FakeBook)",1,1,4,0,0,0,0,1,wordplay,technology
tweet6633,"—Oye, Pedrito, ¿Qué vas a ser de grande? 
—Pedro.",1,0,0,0,4,1,0,3.2,absurd,age
tweet6660,"Las mujeres se enojan por 5 razones:

1. Por todo.
2. Por nada.
3. Porque sí.
4. Porque no.
5. Por si acaso.",1,0,1,3,1,0,0,2,insults,women
tweet6683,"-Oiga sr. banquero, ¿aquí hacen préstamos familiares? -Sí -¿No me podría prestar a su hermana? #fb",1,0,1,1,0,1,2,3.4,unmasking,professions
tweet6690,No hay sonido más hermoso que la risa de un bebé. A menos que sea la 1:00 a.m. Y NO TENGAS UN BEBÉ. :),1,1,0,1,2,1,0,3,absurd,age
tweet6741,"“—Oye, fíjate que hay una chava que... 
—Cógetela. 
—Gracias wey. 
—Para eso estamos.” 

—Todos los hombres dando consejos.",1,3,5,1,1,0,0,1.428571429,stereotype,men
tweet6754,"—Dame tu Facebook.
—No tengo.
—Tu WhatsApp.
—Tampoco tengo.
—¿Entonces qué tienes?
—Una novia muy hermosa.

*Todos los hombres, siempre*",1,2,3,0,0,0,0,1,irony,men
tweet6762,"Dios, estoy cansado de ser pobre y vos cansado de mis quejas. Si pensas bien y me das plata los dos podemos salir ganando.",1,0,2,2,1,0,0,1.8,absurd,social status
tweet6789,DEFINICION DE PROFESOR: persona que habla mientras otras personas duermen by @hadacon #fb,1,1,1,2,0,0,1,2.5,stereotype,professions
tweet6860,"-Ay hijo, ¿por qué no te vuelves cristiano?  -No jefa, ni Cristiano, ni Messi, yo quiero volverme Chicharito! by @FulanitoShow #fb",1,1,4,0,0,0,0,1,misunderstanding,professions; religion
tweet6867,"Mi mamá me dejó en visto, de seguro tiene otro hijo y le está contestando. Seguro ya no me quiere. Se acabó. No puedo seguir. Así no.",1,2,0,0,3,0,0,3,absurd,age
tweet6907,"PIROPOS

Hombres: 

—Cuidado con las abejas señorita, es usted un dulce.

Mujeres:

—Ojalá fuera una foca para que me mates a palos papi.",1,1,3,1,0,0,0,1.25,exaggeration,men; women
tweet6911,"¿Alcohol? -Qué es eso? -No está en mi Vodkabulario, espera lo buscaré en Wiskipedia #xD",1,0,3,3,3,0,0,2,wordplay,substance use
tweet6929,"- Dislexicos del mundo, uniso !    #CHISTES",1,0,0,2,2,0,1,3,wordplay,health
tweet6932,"-Doctor, ¿cuánto tiempo de vida me queda? -Creo que no más de 10... -¿Que? ¿10 qué? ¿Meses, semanas? -10, 9, 8, 7...",1,0,1,1,3,0,0,2.4,exaggeration,professions
tweet6946,Leí por ahí que en unos 20 años ya no existirá el dinero físico. En mi casa como siempre adelantándonos al futuro.,1,1,1,2,1,0,0,2,irony,social status
tweet6969,"-Hija Tu marido llego anoche borracho y me hizo el amor 3 veces 
Y tu que le dijiste? 
-Nada, tu sabes que yo a ese tarado no le hablo #XD",1,2,1,2,0,0,0,1.6667,absurd,family/relationships
tweet6970,"-La señora dice: Mi amor, mi amor ¿cierto que tengo un cuerpo de palmera? Y el esposo le dice: Si, ¡pero una cara de coco…!",1,0,4,0,1,0,0,1.4,embarrassment,women
tweet6978,"#Chiste Ayer pasé por tu casa y me lanzaron un Blackberry, sino me agacho, Pin! #chistes RT.",1,1,3,0,2,0,0,1.8,wordplay,technology
tweet6998,"Odio cuando alguien me pide que recuerde algo. Oye mira, tengo memoria de Dory, no recuerdo ni qué desayuné hoy. No puedo ayudarte.",1,2,2,1,0,0,0,1.3333,analogy,self-deprecating
tweet7007,"Mi mujer me pide dinero en la mañana, a la hora de comer, en la tarde -Y qué hace con tanta lana? -No sé, nunca se la doy! #fb",1,1,1,1,2,0,0,2.25,unmasking,family/relationships
tweet7018,"Soy el Miss Colombia de la Navidad, las coronas me duran menos de 3 minutos.",1,1,1,0,3,0,0,2.5,analogy,self-deprecating
tweet7019,"-Papá, ¿los hombres van al infierno? -Los solteros al morir, pero los casados lo pagamos por adelantado...",1,0,0,1,1,3,0,3.4,irony,women
tweet7029,"—Hola guapo, ¿vienes solo?
—No, vengo con mi novia.
—¿Donde está? No la veo.
—La traigo en mi corazón.

TODOS LOS HOMBRES SIEMPRE.",1,1,1,2,1,0,0,2,irony,men
tweet7042,"-Amor estoy gorda? -mm a ver rueda para acá, mm rueda para allá... No amor esta bien #xD",1,0,1,2,1,0,1,2.6,embarrassment,body shaming; women
tweet7140,"- Cariño ¿tengo la nariz grande?
- No, tienes una nariz común.
- ¿Ah, sí?
- Sí, ¡común tucán!",1,2,5,6,5,1,0,2.117647059,wordplay,body shaming
tweet7150,Twitter es una playa nudista para cerebros.,1,2,0,1,1,1,0,3,analogy,technology
tweet7182,"—Mamá, en la escuela me dijeron gorda. —No les hagas caso y mejor ya duérmete. MARRANA será otro día. —¡MAMÁAA! —¡Jajajajá!.",1,0,3,2,0,0,0,1.4,wordplay,body shaming
tweet7185,"-¿911, cuál es su emergencia? -¡TWITTER ESTÁ FALLANDO! -¡Dios mio, mantenga la calma vamos en camino, Y POR NINGÚN MOTIVO ENTRE A FACEBOOK.",1,1,1,2,2,0,0,2.2,exaggeration,technology
tweet7195,"Tres formas de iniciar una pelea con una mujer:

1.- Decirle que si.
2.- Decirle que no.
3.- Quedarse callado.",1,0,1,4,3,1,0,2.444444444,stereotype,women
tweet7284,No hay nada mas indefenso que una mujer con las uñas recién pintadas.,1,1,1,3,1,4,0,2.8889,exaggeration,women
tweet7329,El cerebro adolescente es 80% letras de canciones.,1,4,2,2,0,2,0,2.3333,exaggeration,age
tweet7342,Eres como las hamburguesas de McDonald's... Sólo te ves bien en las fotos.,1,1,4,0,0,0,0,1,analogy,body shaming
tweet7345,"El Piojo López tiraba los centros a la tribuna y un dia se escuchó :""Piojo la próxima tirala autografiada la concha de tu hermana  #Chistes:",1,2,2,1,0,0,0,1.3333,stereotype,professions
tweet7373,Situación Sentimental: Mi Cupido se droga.,1,0,1,1,3,0,0,2.4,irony,self-deprecating
tweet7396,"Dos amigas:
-¿Y quien tuvo la culpa de tu separación?
-Evidentemente mi marido que volvió dos días antes del viaj...",1,0,2,3,0,0,0,1.6,stereotype,women
tweet7461,"- En una escala del 1 al 10, ¿Cuánta ansiedad le provoca estar a dieta?

- ¿Me puedo comer la escala? - No.

- Entonces 13.",1,0,1,3,1,0,0,2,absurd,body shaming
tweet7492,La cajetilla de 20 cigarros en realidad trae 10 porque siempre hay que repartirle a tus amigos los pobres.,1,0,1,1,3,0,0,2.4,reference,social status
tweet7496,cómo dormir siesta y levantarse antes de las 7 de la tarde yahoo respuestas,1,2,1,2,0,0,0,1.6667,parody,self-deprecating
tweet7505,¿Los albañiles se van a cielo por sus buenas obras?,1,0,0,2,2,1,0,2.8,wordplay,professions
tweet7517,"—Felicidades Mamá.

—Mira, ahorita no estés chingando.",1,2,1,2,0,0,0,1.6667,insults,family/relationships
tweet7560,"—¡Oh, por Dios! Soy el visitante número 9,999.

—¡No papá, es un virus!

—Cállate, tú no quieres que gane ese iPhone 6 y ese viaje a Hawai.",1,0,1,0,3,1,0,2.8,misunderstanding,age
tweet7564,¿Cuál es el vino más peligroso? - no me vino    #CHISTES,1,0,2,1,1,1,0,2.2,wordplay,women
tweet7568,"""Si Bod Dylan pudo, a huevo que también yo puedo""

–Ricardo Arjona. #ElViceReporta",1,1,2,0,0,2,0,2.5,absurd,professions
tweet7583,"-Amor...cuáles son los planes para Semana Santa?  

-Los mismos de Jesus; desparecer el viernes reaparecer el domingo..",1,0,1,1,2,1,0,2.6,analogy,religion
tweet7586,Lo más importante para tu Mamá: —Tú: 10% —Familia: 5% —Amigas: 3% —Telenovelas: 2% —Que hayas comido : 80%,1,2,1,2,5,0,0,2.5,exaggeration,family/relationships
tweet7589,"la nueva novia le estaba acariciando los testiculos al novio, al rato le dice: extraño tanto los mios..... #sorpresita #chistes",1,1,2,1,1,0,0,1.75,unmasking,lgbt
tweet7598,"CHICA: Espejito espejito soy fea?
ESPEJO: Lo eres...
CHICA: Pero tengo un corazon grande...
ESPEJO: Ultimamente a nadie le importa #xD",1,0,3,1,1,0,0,1.6,embarrassment,body shaming
tweet7631,"—¿A qué te dedicas?
—Soy deportista de alto rendimiento.
—No mames, pero si estás bien gordis.
—Sí, lo que pasa es que me rindo muy rápido.",1,0,0,1,3,1,0,3,wordplay,professions
tweet7710,"Anoche llegue a un bar y el tipo me preguntó qué quería tomar, le dije que tu mano. Y me puse a hablar de ti. Como siempre. Como a todos.",1,2,1,1,1,0,0,2,exaggeration,family/relationships
tweet7720,"Tu opinión es igual a los anuncios de Youtube, los ignoro en 5 segundos",1,5,3,2,3,0,0,2,analogy,technology
tweet7732,"Tengo un complejo de inferioridad tan grande ,que uso los síntomas de otro
#LCV #frases #chistes",1,1,2,2,0,0,0,1.5,analogy,self-deprecating
tweet7757,"""Buenas, me da un iPhone 7"". 

—Yo, en el 2025.😔",1,0,3,1,0,1,0,1.8,reference,self-deprecating
tweet7770,"Mi amor que tienes? estas celosa? No para nada, bueno entonces dame un besito si? Pediselo a la rubiecita esa! ¬¬",1,2,1,1,0,1,0,2.3333,irony,family/relationships
tweet7772,Feo + Guapa = Seguro tiene dinero. Guapo + Fea = La embarazó sin querer. Guapo + Guapa = Son infieles. Feo + Fea = AMOR.,1,1,3,1,0,0,0,1.25,stereotype,body shaming
tweet7806,"Explotan a la menor provocación: 

-Aries
-Leo
-Cáncer
-Géminis 
-Samsung Galaxy Note 7",1,1,0,3,1,0,0,2.25,analogy,technology
tweet7827,"#UnaAppPara ponerle ""mute"" cuando mi mamá me está regañando.",1,2,3,0,0,0,0,1,exaggeration,family/relationships
tweet7828,"—¿Cuánto el cuarto con jacuzzi?
—$600
—¿El sencillo?
—$300
—¿Los condones?
—$80
—¿Me deja masturbar aquí en el lobby el 14 de Febrero?",1,1,2,0,1,0,1,2.5,absurd,social status
tweet7847,"#OjalaPagaranPor recibir puteadas de mi mamá, sería multimillonario.",1,2,2,1,0,0,0,1.3333,reference,family/relationships
tweet7865,"-¿Oíste? ¡Te dijo PUTA! -¿QUEE? 
¿Cómo se atreve? 
Cuídame un momento la esquina ahorita regreso.",1,1,2,1,1,0,0,1.75,irony,women
tweet7910,"—Hija, no puede entrar a la iglesia sin brasier. —Padre, tengo el derecho divino. —Sí, y el izquierdo también, pero no puede entrar así.",1,0,0,1,3,1,0,3,misunderstanding,religion
tweet7914,Licué frutillas con leche y tengo miedo de haber salido del armario sin darme cuenta.,1,1,1,3,0,0,0,1.75,stereotype,lgbt
tweet7920,"Un hombre que adivina correctamente la edad de una mujer puede que sea listo, pero no es muy brillante. -Lucille Ball",1,2,0,3,0,0,0,2,irony,women
tweet7934,"Lo bueno de ser pobre es que es gratis. Y las mejores cosas de la vida son gratis. Ok, no.",1,1,2,0,0,2,0,2.5,absurd,social status
tweet7966,"Los hombres tenemos dos opciones:  
1. Perder la discusión y pedir perdón.  
2. Ganar la discusión, hacerlas llorar, y luego pedir perdón.",1,1,2,1,1,0,0,1.75,stereotype,women
tweet7973,"El nene le dice al padre ""que larga la tenés"", el papá le responde ""si vieras la de mamá..."" #matrimoniogay #chistes #humor",1,2,2,0,1,0,0,1.6667,wordplay,lgbt
tweet7978,"Qué bonito es cuando la persona que te gusta, ignora a las demás para hablar contigo. Nunca me ha pasado, pero ha de ser bonito.",1,0,2,2,1,0,0,1.8,unmasking,self-deprecating
