id,text,is_humor,votes_no,votes_1,votes_2,votes_3,votes_4,votes_5,humor_rating,humor_mechanism,humor_target
tweet7603,"Le escribí ""Hola"" y se puso en ""ocupado"", creo que está planeando la boda.",1,2,1,0,1,1,0,2.6667,misunderstanding,
tweet7608,"El granjero zoofílico contaba sus ovejas '... 23, 24, hola mi amor, 26, 27...'",1,0,2,1,2,0,0,2,parody,
tweet7615,"Van 6 elefantes en un carro, ¿cual de ellos va manejando? El que tiene licencia de conducir",1,2,1,2,4,1,0,2.625,absurd,
tweet7616,"T cambie por el alcohol y no hay mucha diferencia, no llama, no escribe, y tambien me da dolor de cabeza. #XD",1,0,0,3,2,0,0,2.4,analogy,
tweet7619,"-Te quiero -Yo también - ¿Enserio? -Si, yo también me quiero.",1,0,4,4,0,2,0,2,embarrassment,
tweet7620,"3 amigos van a jugar golf, y el 1º dice: yo pongo el palo |, el 2º dice yo pongo las bolas B-)•Y el 3º dijo: Yo mejor no juego #Chistes RT",1,1,2,1,0,1,0,2,embarrassment,
tweet7625,"Les manda a decir el Pato Donald que ya dejen de fastidiarlo con tantas llamadas de felicitaciónes, que el no era el candidato que era otro.",1,2,2,1,1,0,0,1.75,absurd,
tweet7628,"Si vas a desayunar frutita con su yogursito en lugar de barbacoa porque estás bien crudo, por qué mejor no vas y te besas con otro hombre.",1,2,3,0,0,0,0,1,exaggeration,
tweet7631,"—¿A qué te dedicas?
—Soy deportista de alto rendimiento.
—No mames, pero si estás bien gordis.
—Sí, lo que pasa es que me rindo muy rápido.",1,0,0,1,3,1,0,3,wordplay,professions
tweet7652,MAMAAAAAAAAAAAAAAAAA! - QUE! - VEEEEEEEEEN RAPIDO! - PERO QUE PASA! - VEN!! - UY QUE PASA?! - APAGAME LA LUZ Y CIERRAME LA PUERTA PORFA♥ #xD,1,2,3,0,0,0,0,1,reference,
tweet7655,"En un jardín, 2 rosas se cortejan. -Te amo -Yo también -Te deseo -Yo también -¡Entonces ahora mismo llamo a una abeja! #fb",1,0,2,2,0,1,0,2,absurd,
tweet7656,"Un puerco espin ciego estaba caminando por el desierto y derrepente choca con un cactus. y grita ""mama!!!!!!  #chistes #humor",1,0,4,1,0,0,0,1.2,absurd,
tweet7667,"#Tipico —Mi amor ¿estas enojada? 
—No 
— ¿me das un beso? 
— ve y daselo a tú amiguita #xD",1,1,3,1,0,0,0,1.25,reference,
tweet7679,"Mi Amor, te invito un trago de vino. - No puedo, me cae mal para las piernas - Se te hinchan?.. - No, se me abren #xD #RT",1,1,2,1,2,0,0,2,reference,
tweet7689,Friendzone nivel: Te invita a ver película y terminan viendo la película.,1,1,0,0,3,1,0,3.25,reference,
tweet7700,Ojalá mi mamá me hiciera otro baby shower porque necesito ropa.,1,2,2,1,0,0,0,1.3333,exaggeration,
tweet7710,"Anoche llegue a un bar y el tipo me preguntó qué quería tomar, le dije que tu mano. Y me puse a hablar de ti. Como siempre. Como a todos.",1,2,1,1,1,0,0,2,exaggeration,family/relationships
tweet7720,"Tu opinión es igual a los anuncios de Youtube, los ignoro en 5 segundos",1,5,3,2,3,0,0,2,analogy,technology
tweet7724,"Odio el autocorrector de mi celular, siempre pone una palabra que no tiene nada que ver con lo que estoy diciembre.",1,1,0,1,2,1,0,3,wordplay,
tweet7730,Hoy le tocó a nsync estar al mando de mi cerebro,1,2,2,0,0,1,0,2,reference,
tweet7731,"Amistad entre mujeres:

—Estoy gorda.
—Para nada amiga, te ves muy bien.

Amistad entre hombres:

—Estoy feo.
—¿Feo? NO MAMES ESTAS CULERO.",1,1,3,0,0,1,0,1.75,stereotype,
tweet7732,"Tengo un complejo de inferioridad tan grande ,que uso los síntomas de otro
#LCV #frases #chistes",1,1,2,2,0,0,0,1.5,analogy,self-deprecating
tweet7738,"-Oye me molesta que seas tan positivo.
-Excelente!!!!!",1,0,1,1,2,0,1,2.8,irony,
tweet7742,"Gente que llega a tu casa y te pregunta: ""¿Tienes baño?""... Nooooo... me gusta ir a cagar al bosque.",1,1,6,2,0,0,0,1.25,irony,
tweet7751,Haría lo que fuera por tener un cuerpo delgado y marcado. Excepto dejar de comer y hacer ejercicio.,1,1,1,0,1,2,0,3,irony,
tweet7756,"Che ,algo anda mal : tomé viagra y se me paró el culo …
#chistes",1,1,4,0,0,0,0,1,absurd,
tweet7757,"""Buenas, me da un iPhone 7"". 

—Yo, en el 2025.😔",1,0,3,1,0,1,0,1.8,reference,self-deprecating
tweet7764,"Mis padres deberían estar orgullosos de que soy adicto a Twitter, y no a las drogas.",1,0,1,4,0,0,0,1.8,exaggeration,
tweet7769,"-Hijo por que llegaste borracho?
-mamá tu dijiste embriagate!
-Embriagate no ABRÍGATE!",1,0,3,1,1,0,0,1.6,misunderstanding,
tweet7770,"Mi amor que tienes? estas celosa? No para nada, bueno entonces dame un besito si? Pediselo a la rubiecita esa! ¬¬",1,2,1,1,0,1,0,2.3333,irony,family/relationships
tweet7772,Feo + Guapa = Seguro tiene dinero. Guapo + Fea = La embarazó sin querer. Guapo + Guapa = Son infieles. Feo + Fea = AMOR.,1,1,3,1,0,0,0,1.25,stereotype,body shaming
tweet7779,"Anoche fui a una heladería con un metro, y medí todos los gustos",1,0,1,2,0,1,1,2.8,wordplay,
tweet7806,"Explotan a la menor provocación: 

-Aries
-Leo
-Cáncer
-Géminis 
-Samsung Galaxy Note 7",1,1,0,3,1,0,0,2.25,analogy,technology
tweet7810,"Le preguntan al marinero : -¿Dónde está el capitán? -¡Por babor! -Por babor, ¿dónde está el capitán? #fb",1,0,1,0,2,2,0,3,wordplay,
tweet7827,"#UnaAppPara ponerle ""mute"" cuando mi mamá me está regañando.",1,2,3,0,0,0,0,1,exaggeration,family/relationships
tweet7828,"—¿Cuánto el cuarto con jacuzzi?
—$600
—¿El sencillo?
—$300
—¿Los condones?
—$80
—¿Me deja masturbar aquí en el lobby el 14 de Febrero?",1,1,2,0,1,0,1,2.5,absurd,social status
tweet7835,Si hay un más allá... ¿hay un menos acá?  #ElChisteDelDia,1,1,3,1,0,0,0,1.25,wordplay,
tweet7845,"#SoyTanRománticoQue cuando te mando a la chingada, quiero irme contigo.",1,2,0,0,2,1,0,3.3333,absurd,
tweet7847,"#OjalaPagaranPor recibir puteadas de mi mamá, sería multimillonario.",1,2,2,1,0,0,0,1.3333,reference,family/relationships
tweet7850,Una ardilla astronauta... Un caracol que maúlla... Un cangrejo que tiene una hija ballena... ¿Qué se habrá fumado el creador de Bob Esponja?,1,3,4,2,0,0,1,1.857142857,parody,
tweet7852,"¿Yo enamorada/o de ti? Jajajajajajajaja ""Nota mental: he de disimular más""",1,1,2,1,1,0,0,1.75,absurd,
tweet7860,"Si es la primera vez que comeré sushi, ¿debo pedir un pez beta?",1,2,2,1,0,0,0,1.3333,wordplay,
tweet7863,"#Típico ¿Usted vino a hablar o a estudiar? -Mire profesor en verdad vine a dormir, pero con todo este ruido no puedo. #RT",1,0,1,2,2,0,0,2.2,absurd,
tweet7865,"-¿Oíste? ¡Te dijo PUTA! -¿QUEE? 
¿Cómo se atreve? 
Cuídame un momento la esquina ahorita regreso.",1,1,2,1,1,0,0,1.75,irony,women
tweet7868,"Típico: No saber explicar algo y decir ""Yo me entiendo""",1,2,1,0,0,2,0,3,reference,
tweet7879,querer venderle tu alma al diablo y que te deje en visto... mala onda guau,1,2,1,0,2,0,0,2.3333,reference,
tweet7880,"Si el tiempo pone las cosas en su lugar, espero que te ponga encima de mí o abajo, no importa. 😏",1,0,4,1,0,0,0,1.2,parody,
tweet7881,"“¿Sexo con condón? A ver, cómete un tamal con hoja”.

—El Brayan tratando de justificar el embarazo de la Yeni.",1,2,4,0,2,1,0,2,irony,
tweet7886,"Netflix, cama, comida y yo, felices los 4.",1,1,3,1,0,0,0,1.25,parody,
tweet7889,"—Pero... ¿Podemos seguir siendo amigos?
—Si, pero imaginarios.",1,1,1,3,0,0,0,1.75,embarrassment,
tweet7893,"#FRASESDIVERTIDAS Tener la conciencia limpia, solo es síntoma de mala memoria #JAJAJA #RT",1,2,2,0,1,0,0,1.666666667,absurd,
tweet7895,"-Mamá, mamá, en la escuela me dicen que soy adicto al Twitter :( -¿Y cuándo te dijeron eso? -About 2 hours ago via web.",1,1,1,0,3,0,0,2.5,reference,
tweet7899,"—¿Sabe inglés?
—Sí.
—¿Estacionamiento?
—Parking.
—¿Hijo?
—Son.
—Haga una oración.
—Tengo Parking Son.
—¡Contratado!",1,0,3,3,0,0,0,1.5,wordplay,
tweet7903,Yo hablo 5 idiomas: 1- Español 2- Grosero 3- Sarcasmo 4- Indirectas 5- Pendejadas,1,2,1,2,0,0,0,1.6667,absurd,
tweet7910,"—Hija, no puede entrar a la iglesia sin brasier. —Padre, tengo el derecho divino. —Sí, y el izquierdo también, pero no puede entrar así.",1,0,0,1,3,1,0,3,misunderstanding,religion
tweet7912,El del Uber no quiso atropellar a un malabarista argentino cuando el semáforo cambió a verde. 0 estrellas.,1,1,2,1,0,0,1,2.25,exaggeration,
tweet7914,Licué frutillas con leche y tengo miedo de haber salido del armario sin darme cuenta.,1,1,1,3,0,0,0,1.75,stereotype,lgbt
tweet7920,"Un hombre que adivina correctamente la edad de una mujer puede que sea listo, pero no es muy brillante. -Lucille Ball",1,2,0,3,0,0,0,2,irony,women
tweet7926,"¿Por qué ""separado"" va todo junto y ""todo junto"" va separado? #Curioso",1,1,4,0,0,0,0,1,analogy,
tweet7934,"Lo bueno de ser pobre es que es gratis. Y las mejores cosas de la vida son gratis. Ok, no.",1,1,2,0,0,2,0,2.5,absurd,social status
tweet7936,Me caga cuando ponen «ahora un poema» y es la foto de un culo. Ilusionan a quienes de verdad esperamos los hermoso versos de un poema.,1,2,1,1,1,0,0,2,reference,
tweet7944,"—Mamá, ¡están cayendo meteoritos!
—¡¡¡¡¡¡¡¡¡¡¡¡LA ROPAAAAAAAAA!!!!!!!!!!!!",1,1,0,1,2,0,1,3.25,reference,
tweet7951,"Los padres de antes tenían más de 5 hijos, los hijos de ahora tienen más de 5 padres.",1,1,2,2,0,0,0,1.5,exaggeration,
tweet7953,El dedo meñique del pie esta diseñado únicamente para ubicar geográficamente los muebles en la oscuridad,1,0,2,1,5,1,0,2.555555556,reference,
tweet7966,"Los hombres tenemos dos opciones:  
1. Perder la discusión y pedir perdón.  
2. Ganar la discusión, hacerlas llorar, y luego pedir perdón.",1,1,2,1,1,0,0,1.75,stereotype,women
tweet7973,"El nene le dice al padre ""que larga la tenés"", el papá le responde ""si vieras la de mamá..."" #matrimoniogay #chistes #humor",1,2,2,0,1,0,0,1.6667,wordplay,lgbt
tweet7978,"Qué bonito es cuando la persona que te gusta, ignora a las demás para hablar contigo. Nunca me ha pasado, pero ha de ser bonito.",1,0,2,2,1,0,0,1.8,unmasking,self-deprecating
tweet7980,"- ¿Por qué las gallinas cuidan tanto a sus pollitos?
- Porque les costó un huevo tenerlos.
#Chistes #Humor #Anecd...",1,0,1,1,5,2,0,2.888888889,wordplay,
tweet7981,Soy la Ciccolina y me banqué la vergadura #Correctivo,1,1,4,0,0,0,0,1,wordplay,
tweet7984,"-?Fue Ana a la fiesta? - Si. - ?Y Lucía? -!Ay! !lucía DI-VI-NA!!
JAJAJAJAJAJA",1,1,2,1,1,0,0,1.75,wordplay,
tweet7995,"—Amor, iré a una fiesta con mis amigos. 
—Qué te vaya bien. 
—¿Estás enojada? 
— :) 
—Amor, ¿Qué pasa? 
—✔✔",1,2,2,0,1,0,0,1.6667,reference,
tweet7996,"Admiro a las personas que hacen ejercicio y bajan de peso. Las admiro desde mi cuarto, acostado en la cama, comiendo pizza.",1,0,2,1,2,0,0,2,absurd,
tweet7998,"Me enamoré en un micro. 
Fue un Flechabus",1,0,3,1,1,0,0,1.6,parody,
tweet8001,"Llega marido borracho a casa. La mujer: -Supongo q hay una razón para que llegues a las 6 de la mañana? -Sí, el desayuno! #fb",1,0,1,2,1,0,1,2.6,misunderstanding,men; substance use
tweet8002,"— Abuelo ¿los animales se casan?  

—No hija, los animales no son pendejos, ellos hacen el amor y se van.",1,0,2,1,1,1,0,2.2,absurd,
tweet8046,"Difícil es recordar si la chica de anoche estaba muy, pero muy hermosa, o si yo estaba muy pero muy borracho. No lo recuerdo.",1,2,0,3,0,0,0,2,irony,substance use
tweet8048,"En la aduana me preguntan si compré algo en Brasil, alguien todavía cree que tengo condiciones de.",1,2,1,2,0,0,0,1.6667,exaggeration,social status
tweet8064,"Cosas que he hecho bien en mi vida:

- Comer
- Dormir
- Engordar
- Caerle mal a gente que ni conozco
- Tener flojera siempre",1,2,5,1,2,1,0,1.888888889,reference,self-deprecating
tweet8067,"Soltero: ""¿Y la novia?""
Con novia: ""Y la boda?""
Casado: ""¿Y el bebé?""
Con bebé: ""¿Y el hermanito?""

Las tías nunca van a dejar de chingar.",1,1,3,0,1,0,0,1.5,reference,
tweet8070,"El dinero no compra la felicidad, pero el amor tampoco compra nada.

Punto para el Dinero.",1,0,3,1,0,1,1,2.3333,parody,
tweet8071,"— ¿Y es tu novia?

— No, solo es otra de mis malas decisiones.",1,0,5,0,0,0,0,1,insults,
tweet8074,"El sexo es como el ajedrez, hay que saber en que posición poner a la Reina...",1,2,0,3,0,0,0,2,analogy,
tweet8075,"—Mamá, te juro que no vuelvo a tomar.

—¿Y si tomas qué te hago? 

—Unos chilaquiles bien picosos para la cruda, por fa.",1,1,0,4,0,0,0,2,unmasking,
tweet8088,¿Cómo mierda le hace la gente que se duerme en el Camión y se despierta una parada antes? Yo me llego a dormir y amanezco en Guatemala.,1,1,1,1,2,0,0,2.25,exaggeration,
tweet8091,Me pregunto si los perros sabrán que crearon la mejor posición sexual de la historia.,1,1,1,1,0,1,1,3,analogy,
tweet8098,Chile ya son 11 defensas.,1,2,1,1,0,0,1,2.6667,reference,professions
tweet8099,"“La vida es como el boliche, déjense meter los dedos y en una de esas terminarán en los pinos”

—Angélica Rivera.",1,1,3,0,1,0,0,1.5,analogy,
tweet8102,"-No veo nada.
-Póngase en los ojos aloe.
-¿ aloe?
-Con aloe verá",1,0,1,2,0,1,1,2.8,misunderstanding,
tweet8111,"Algunos hombres quieren tanto a sus esposas, que para no gastarlas prefieren usar las de otros...",1,0,2,2,0,1,0,2,irony,family/relationships
tweet8121,"- ¿Como se dice guardar en ingles? -Save - ¿No sabes? -Si, save - ¿Quién sabe? - ¡Qué save! -Bueno ¿sabes o no?",1,2,2,2,0,0,0,1.5,wordplay,
tweet8125,"—¡¡SU PUTAMADRE MAÑANA ES LUNES!!
Exclamó dulcemente la tierna y delicada princesa.",1,2,2,1,0,0,0,1.3333,parody,
tweet8150,"- Hola si, una Coca-Cola por favor
- ¿Te sirve Pepsi?
- ¿Te sirven billetes del Monopoly?",1,1,1,3,0,0,0,1.75,exaggeration,
tweet8153,"Van cuatro mujeres en un coche, ¿quién conduce?
La Grua.",1,1,2,0,1,1,0,2.25,stereotype,women
tweet8166,"No todo es lo que parece, vos por ejemplo, parecías re buena persona y en realidad sos una caca.",1,2,2,1,0,0,0,1.3333,insults,
tweet8168,"la mama le dice al hijo
me contaron q en el colegio te dicen payaso
y el hijo dice:
y q mas le dijeron a la mamitaaaaaaaaaaaa!!!! #chistes",1,1,3,0,1,0,0,1.5,unmasking,
tweet8169,"-Por fin después de 6 años logré que mi novio me hable de matrimonio.
 -¿Y qué te dijo?
 -¡Que tiene esposa y 3 hijos!",1,2,0,1,1,0,1,3.3333,unmasking,women
tweet8170,"- ¿Tienes novio?

- Para ti tengo novio, amante, esposo y soy lesbiana.

- Te pregunté que si tenias novio, no que si eras puta.",1,1,4,0,0,0,0,1,insults,women
tweet8171,"—Soñé contigo.

—¿Qué soñaste?

—No me acuerdo.

—

( (•-•)     )
(  ʃ \\__(•-•)
 ( ʃʃ _ʃʃ \\  )",1,1,2,2,0,0,0,1.5,unmasking,
tweet8172,¿Cuál es el personaje de Disney que siempre está junto a ti? Al-laddin.,1,0,1,1,0,3,0,3,wordplay,
tweet8175,La luna se puso colorada de vergüenza porque hay millones de pelotudos mirándola.,1,2,1,0,2,0,0,2.3333,absurd,
tweet8186,Madurar es dejar de sufrir por amor y empezar a sufrir por deudas.,1,1,2,1,1,0,0,1.75,reference,
tweet8189,"El hombre moderno vive a base de vitamina C: 

—Computadora
—Celular
—Comida
—Cama
—Cervezas
—Chichis
–Culos",1,1,3,1,0,0,0,1.25,reference,men
tweet8190,"Jaimito, dime dos pronombres: - ¿Quién? ¿Yo?  - ¡Muy bien!",1,1,1,1,2,0,0,2.25,misunderstanding,
tweet8193,"Le pregunté: ""Espejito, espejito, hay alguien más guapo que yo?"" y, hace una semana que no para de dar nombres. #CHISTES",1,0,0,4,1,0,0,2.2,absurd,self-deprecating
tweet8195,Yo creí que a Batman lo había mordido un murciélago y apenas me vengo enterando que nomás se viste así por que le gusta hacerle a la mamada.,1,2,2,1,0,0,0,1.3333,insults,
tweet8197,"--Bienvenido,Chespirito.
--¿Tu eres Dior?
--Soy Dios
--¿y yo que dije?
--Dior
--¿Y como es?
--Dios.
--¿y yo qué dije?
--ya pásale,Chavito
:/",1,0,1,1,0,1,2,3.4,parody,
tweet8208,"#CHISTE Un señor va a una óptica.
Disculpe, quiero comprar unos lentes.
¿Para sol?
No, para mí. #CHISTES rt",1,0,2,3,0,0,0,1.6,wordplay,
tweet8209,"-Ayer dos tipos golpearon a mi suegra -¿Y no interveniste? -No jodas, ya sería mucho pegarle entre tres!",1,0,5,5,3,4,3,2.75,misunderstanding,family/relationships
tweet8214,"Anoche te estuve buscando desesperadamente, quería sentirte sobre mi cuerpo desnudo. Me fui a la cama sin ti. Dónde estabas..maldito pijama?",1,0,1,1,1,2,0,2.8,unmasking,
tweet8219,"Antes era ""Si, me contaron"". Ahora es ""Sí, leí tu tweet"".",1,1,2,1,0,1,0,2,analogy,
tweet8221,"Como le harán los psicólogos para aguantarse las ganas y no decir: ""¿Pues que querías? Eso te pasa por pendejo"".",1,2,1,1,1,0,0,2,exaggeration,
tweet8225,"Cuando tu ex diga “te deseo lo mejor”, realmente te desea la maldición del Perla Negra, las 10 plagas de Egipto y que te atropelle un camión",1,1,2,2,0,0,0,1.5,exaggeration,
tweet8244,"Lista de cosas buenas que me han pasado durante la primera mitad de éste 2017:

—
—
—
—
—
—",1,2,0,2,1,0,0,2.3333,irony,
tweet8250,"Los ostiones mejoran tu vida sexual? Sí, cuando te ven comiendotelos, saben que serás capaz de comerte cualquier cosa!",1,0,2,1,1,0,1,2.4,exaggeration,
tweet8257,En la Biblia dice que los hombres podían tener hasta 3 esposas. Ahora no puedes tener ni amigas porque ya te quieren matar.,1,1,2,1,0,1,0,2,reference,religion; women
tweet8262,"Qué pendejos los catalanes, se independizaron justo cuando ya terminaron las eliminatorias para Rusia, no van al Mundial.",1,1,2,1,1,0,0,1.75,absurd,ethnicity/origin
tweet8267,Febrero con F de Forever Alone.,1,2,1,1,0,0,1,2.6667,wordplay,self-deprecating
tweet8279,"- Doctor, ¿Que hago con los supositorios?
- ¡Pues metaselos por el culo!
- Tranquilo solo era una pregunta.
#Chis...",1,1,1,1,1,1,0,2.5,misunderstanding,
tweet8280,"Y Jesús le preguntó a Pedro:
-¿Pedro me amas? 
Y Pedro respondió: 
-Sí maestro
Entonces Jesús le dijo a Juan:
-Juan, creo que Pedro es gay.",1,1,4,0,0,0,0,1,parody,
tweet8284,"Una vez escuché una historia de un tipo, que eligió una película en Netflix en menos de dos horas.",1,1,1,1,2,0,0,2.25,reference,
tweet8286,"— ¿Tienes gripe? — Do, ¿pod que?",1,0,1,1,3,0,0,2.4,irony,health
tweet8287,"CANCER:No hiciste ningún propósito de fin de año, tienes 3 meses para bajar los kilos que prometiste + los que subiste, eres una decepción.",1,0,1,3,1,0,0,2,absurd,
tweet8288,"¿Por qué los hombres son inútiles? 
Porque tienen...
tetas y no dan leche, 
pajarito y no cantan, 
pelotas y no ruedan",1,1,3,1,0,0,0,1.25,stereotype,men
tweet8305,¡Qué audífonos tan grandes tienes! Son para ¡ignorarte mejor!,1,1,1,2,1,0,0,2,embarrassment,
tweet8307,"Esperar a que la vida te trate bien por ser buena persona, es como esperar a que un león hambriento no te coma porque eres vegetariano.",1,2,3,0,0,0,0,1,analogy,
tweet8309,"Señor, le hemos diagnosticado Parkinson.
- Ah, ¿si?, ¡Mira cómo tiemblo! #chistes",1,0,0,1,3,1,0,3,wordplay,
tweet8314,"#Chiste Hey Google, déjame terminar de escribir lo que quiero buscar antes que empieces a querer adivinar. sabelotodo #chistes RT.",1,1,4,0,0,0,0,1,reference,
tweet8319,No dejes para mañana lo que podes hacer despues.. xD,1,1,2,2,0,0,0,1.5,parody,
tweet8327,No hago chistes sobre aplicaciones de Apple porque iMuchos,1,2,0,0,3,0,0,3,wordplay,
tweet8333,"—Creo que me estoy volviendo loco, veo duendes por todos lados. —¿Has visto un psicólogo? —No, hasta ahorita puros duendes",1,0,0,4,0,1,0,2.4,misunderstanding,
tweet8337,"-¿Cuál es tu Mayor Adicción? -Tú, ¿Y la tuya? -El Twitter -Pero yo pensé... -¡EL TWITTER DIJE!",1,2,1,1,1,0,0,2,embarrassment,
tweet8338,"— Oye, ¿te gustaría plantar un árbol conmigo?

— ¿Un árbol?

— Sí, el genealógico beibi.",1,1,0,3,1,0,0,2.25,unmasking,
tweet8339,"fui a la farmacia que voy siempre a pesarme y quitaron la balanza, definan mala suerte",1,2,0,1,1,1,0,3,exaggeration,body shaming
tweet8340,"Si lo bueno tarda en llegar, entonces lo mío debe ser demasiado bueno.",1,3,2,3,1,0,0,1.833333333,irony,self-deprecating
tweet8353,"Soy muy bueno guardando secretos por 3 razones:

1- No pongo atención.
2- No me interesan.
3- Se me olvidan.",1,1,2,3,2,1,0,2.25,unmasking,
tweet8356,"—Mamá, saldré con mis amigas —Te quitas la minifalda o no vas —¿Por qué Mamá? —Porque es muy corta —¿Y qué? —Que se te ven los huevos Miguel",1,0,1,3,0,1,1,2.6667,unmasking,lgbt
tweet8361,#Típico: -¡SI! ¡Por fin termine! -¿Hiciste la parte de atrás? -¡ESPERA! ¿HAY EJERCICIOS ATRÁS? ¡NOoooooooo!,1,2,0,2,1,0,0,2.3333,reference,
tweet8382,"—Oye, ¿Recuerdas que me dijiste que querías ser como Spiderman? 
—Sí.
—Pues tu mejor amigo se acaba de coger a tu novia.",1,0,1,3,1,0,0,2,unmasking,
tweet8383,"-¿Cual es su peor defecto?
-Que me inmiscuyo en conversaciones ajenas...
-¡Le estoy preguntando a Carlos!
-Ah... ...",1,0,1,0,2,0,2,3.4,exaggeration,
tweet8384,El 99.9% de mis calcetines tampoco tienen pareja y no andan ahí llorando.,1,3,2,3,1,6,1,3.076923077,analogy,
tweet8385,"—¿Cuánto tiempo llevan de novios?
 —Vamos por dos años, ¿y tú? 
—AWW, qué bonitos. 
—Jaja sí, ¿y tú? 
—Qué hermosos, en serio, los felicito.",1,1,3,1,0,0,0,1.25,unmasking,
tweet8394,"#Típico: — Mamá estoy aburrido — 
Ten, ponte a barrer. :C",1,2,2,0,1,0,0,1.6667,reference,
tweet8398,"—¿Qué te pasó en la pierna?

—Estoy amputado.

—¡Uuuyyy! perdón cuando estés de buenas hablamos.",1,0,4,0,0,1,0,1.6,absurd,health
tweet8403,"A mi vida sexual la voy a tener que poner en modo ""Aprender a tocar guitarra"".",1,1,3,1,0,0,0,1.25,irony,self-deprecating
tweet8408,"Avísame cuando madures, estaré en los columpios esperando.",1,4,0,3,1,0,1,2.8,irony,
tweet8411,"donde se bañan los lapices 

EN LAPIS-CINA #xD #JAJAJA #RT",1,0,2,3,0,0,0,1.6,wordplay,
tweet8412,"Lugares más poblados del mundo: 

- China.
- India.
- Estados Unidos.
- La Chingada.",1,1,0,2,1,1,0,2.75,absurd,
tweet8413,"Si un astronauta se lesiona en el espacio, ¿su lesión es de gravedad?",1,1,0,1,2,1,0,3,wordplay,
tweet8416,"Una chica pregunta: ¿oye cómo te llamas? -Coca Cola, ¿y tú? -María... -Ja no jodas, como las galletas! #fb",1,2,1,4,6,1,0,2.583333333,absurd,
tweet8417,"Sigan viendo BigBrother, por eso otras formas de vida inteligente no hacen contacto con nosotros.",1,2,0,1,1,1,0,3,insults,
tweet8427,¡¿Cómo que antes de ser novios primero tenemos que hablarnos?!,1,1,2,2,0,0,0,1.5,exaggeration,
tweet8432,Fui con un psicólogo y no supo resolver el siguiente problema: (5x+7y)² + 9x-2y = 4x (-8y+3)³. Definitivamente no sirven para nada.,1,1,1,3,0,0,0,1.75,exaggeration,professions
tweet8437,"""Asesino entra a mi habitación""
 -Llegó tu hora.
-NO ESTÉS TAN SEGURO
*Me tapo hasta la cabeza*
-Hijo de puta.
*Se va*",1,2,1,2,0,0,0,1.6667,absurd,
tweet8438,"Había una vez un leproso que le estaba echando sal a la sopa, y se le fue la mano #chistes",1,2,1,1,1,3,1,3.285714286,wordplay,health
tweet8476,"El gato me llora en la puerta del cuarto, y cuando le abro se va corriendo, 4 veces seguidas.
Te vas a decidir o no hijo de puta? 1er aviso",1,2,1,2,0,0,0,1.6667,reference,
tweet8493,"La NASA encontró agua en Marte, espero que se estén esforzando un poco más a ver si encuentran WiFi sin contraseña, así arreglo la valija.",1,0,0,5,0,0,0,2,absurd,
tweet8499,"—Amor, ¿qué tienes?
—Nada.
—Pero pusiste “chinga tu madre pendejo” en tu estado.
—Ahhhh jaja, es una de Maluma.",1,3,7,2,1,0,0,1.4,irony,family/relationships
tweet8501,"*Imaginémonos juntos por un minuto*

-Amor, adopté un perrito.
-¡Qué lindo amor! Ahora tenemos 83.",1,2,1,1,1,0,0,2,exaggeration,
tweet8506,"—Hijo, eché tu cartera a la lavadora.

—¡Pero mamá, todo el dinero se me va a encoger!

—¡Lo sabía cabrón, por eso te lo gastas tan rápido!",1,0,2,1,1,1,0,2.2,unmasking,
tweet8507,Tienes cara de diptongo.,1,2,2,0,0,1,0,2,irony,
tweet8509,"Bueno ya, basta de hablar de fútbol, hablemos de sexo. ¿Vieron la cogida que le dio el PSG al Barça?",1,0,2,0,1,2,0,2.6,analogy,
tweet8515,Venezuela como reguetonera borracha.... Era lógico que se la iban a meter,1,1,3,1,0,0,0,1.25,analogy,professions; women
tweet8516,"Entra un nuevo profe al curso y se presenta:
Buenos días, mi nombre es Largo.
Dice Juancito:
No importa, tenemos tiempo. #chiste",1,0,3,2,3,2,0,2.4,misunderstanding,age
tweet8518,"—Amor soñé horrible, todos me decían gorda y tragona.
—Tranquila mi amor, sólo es una pesadilla.
—¿Una Quesadilla?, ¿dónde, dónde? #Hahaween",1,0,0,1,3,1,0,3,misunderstanding,body shaming
tweet8536,"Me ofrecieron trabajo de crupier. 
Estoy barajando esa posibilidad .",1,1,1,0,2,0,1,3,wordplay,professions
tweet8538,"#chiste Por que la Torre de Pisa esta inclinada?
Porque ha tenido mejores reflejos que las Torres Gemelas. #chistes RT",1,0,0,2,2,1,0,2.8,parody,
tweet8539,Me muero por usar x² + 4 [(x + 6y² = a -z)] + 9x² - 5z² = 9 cuando vaya a la tiendita. ¡Qué nervios! #xD,1,2,1,1,1,0,0,2,absurd,
tweet8548,El 87% de las personas jovenes sufren de dolores de espalda. El otro 13% no tiene computadora.,1,2,0,2,0,1,0,2.6667,parody,
tweet8553,"Yo:

2014: soltero.
2015: soltero.
2016: soltero.

Consistencia muchachos, consistencia.",1,1,3,5,0,0,1,2,irony,self-deprecating
tweet8559,M.A.E.S.T.R.A = Mujer Amargada Especializada Sobre Temas Realmente Aburridos #XD,1,0,4,1,0,0,0,1.2,stereotype,
tweet8563,"-Describí tu vida sexual en dos palabras
- Mi qué?",1,1,0,2,4,0,1,3,irony,self-deprecating
tweet8574,"Estaba en mi auto hablando de mis problemas y el GPS me dijo ""siga adelante"". Ambos lloramos.",1,0,0,2,2,1,0,2.8,wordplay,
