Text,is_humor
No para más,0
"Yo me la juego por una mujer que no saque excusas, no sea indecisa o que no tenga que pedir permiso.a las.amigas para meterse con uno",0
"A mi me daría vergüenza que me marque un gol de vaselina Alexis Sánchez, han destruido el Real Madrid y no he sido yo...",0
Todos tenemos ese amigo que se ríe gritando y su risa se escucha hasta la otra cuadra.,0
#AunHayEsperanza pq tengo como FF a gente hermosa como TU!!!!,0
Cuando bajo del camión me gusta hacerlo con los audífonos puestos y teléfono en mano para sentir que soy un futbolista llegando al estadio.,1
Porque el 203 y el 722 son mas caros que los otros bondis? Que tienen coronita? Se creen mas que los otros?,0
Quédate con quien entienda tu locura y no quiera cambiarla.,0
"Mi mamá me dejó en visto, de seguro tiene otro hijo y le está contestando. Seguro ya no me quiere. Se acabó. No puedo seguir. Así no.",1
hoy es el cumpleaños de la niña mas linda que he conocido askfhd muero de felicidad &lt;3,0
Ac/dc?,0
QUEREMOS A MARIO BAUTISTA EN ONE DIRECTION VERDAD NIÑAS,0
Sin los pases hacia atrás de Arbeloa no podemos ganar.,0
"—Oye amiga, ¿Me puedes decir un consejo? —Un consejo. —Gracias amiga, lo necesitaba. —Tranquila, sabes que puedes contar conmigo",1
No hay nada en Netflix nivel: volver a ver Breaking Bad completa.,0
"estoy más decepcionada que aquella vez que soñé que tenía una empanada debajo de la almohada y cuando desperté y me fijé, no había nada :(",1
salieron esas tortas y esos dulces,0
"Cuando me muera, quiero que sea de risa.",0
Porque eres tan Bello?,0
Llego de entrenar y mamá me guardo empanadas de tiburón. La amo a doña Moni,0
"–Una forma de ser feliz es ignorar a la gente idiota.
–Buena frase, ¿de quién es?
–Hacer como si no existieran.
–Ya, ¿de quién es?
–Y vivir.",1
"Buenos días, hoy me he levantado activo y voy a ponerme a editar el vídeo para esta semana 🔥",0
"Siempre haciendo primera, nunca durmiendo",0
Todo es más fácil desde este lado de la mesa 👌🏻,0
"Los ""Premios Álvaro Arbeloa"", viendo el gran nivel del nombre de los premios seguro que la gala la presenta elrubius.",0
"No es ""interperie"", es ""intemperie"". No es ""nadien"", es ""nadie"". No es ""estábanos"", es ""estábamos"".",0
"FRASES PARA EL MURO

“Jeni Rivera Palenque Churubusco 2012”",0
No es domingo: Si tu vecino no pone su música a todo volumen.,0
Flojera nivel: Me levanto con sueño.,0
"Así como cada año sube la meta, por acá cada año sube el alcohol necesario en la sangre para sobrevivir  a cada Teletón",1
Hola contestame el md  @Unidadnickistaa,0
"Llegan, ilusionan, hieren y se van.",0
#FrasesDePobres -Y esa ropa usada y vieja debes de ser un Weas... -La compre en la paca y que!,0
"¿De dónde vienen los siameses?
- De Estardos Unidos. #chistes",1
"-Mamá mamá, en la escuela me dicen gata! -¿Y qué esperabas, Kitty? O sea, hello!",1
"Así debería de ser: ¿Ha leído y acepta los términos y condiciones? ☐ Si ☐ No ☑ No, pero sí acepto.",1
"—Señor Mauricio Clark, ¿es cierto que ""curó"" su homosexualidad con la palabra de Dios?
—Muy cierto, guapo.",1
Espero no arrepentirme jajajajajaj,0
"Entre a mi cuarto, mire a mi cama, ella me miro también, #YEntoncesYo dije amor a primera vista.",1
"Soy de ese 99,9% de Barcelonistas que creía en la remontada ¡Grande Barça!.",0
"-Esta navidad espero que lleguen a mi hogar Paz, Esperanza y Consuelo -Pues si llegan me avisas y nos las tiramos!",1
Que cagada a patadas me comí 😂🔥😍,0
El mexicano es el único ser en la tierra que convierte el bautizo o el cumpleaños de un niño en una peda de adultos por la noche.,0
"-Profesora, ¿qué significa ""stronger""? -Más fuerte - ¿QUÉ SIGNIFICA ""STRONGER""? -¡Te dije que más fuerte! -Vieja sorda, ¡STRONGER!",1
El mazapán absorbe el alcohol? Sean serios es para una tarea.,0
Ojala armen el equipo del barrio,0
"Que lindo es aprobar por favor, no puedo estar tan feliz",0
-¿Qué contás? -Números y chistes malos... :P,1
Mucha limpieza para un solo domingo. 😴,0
Que miedo,0
Amigos súper help con mi tarea de estructura de la materia 😭😭😭🙏🏼,0
"Aunque se junten las hinchadas argentinas, a la de Boca NADIE LA VENCERÁ... ???",0
"-¿Cuál es la similitud entre una mujer y una computadora?
-Ninguna tiene cerebro, y  las dos tienen muy buena mem...",1
"Oyee @czdlover me encantas ❤
Bai 🌚",0
"¿En qué se parece un hombre a un caracol?
En que son babosos, se arrastran por el suelo, y se creen que la casa e...",1
"Dale la vuelta a tu teléfono 

ɐuɐɯǝs ɹoǝd nʇ ɹǝs ɐ ɐʌ ɐʇsǝ sɐǝʇınʇǝɹ ol ou ıs ǝɥɔou ɐʇsǝ sɐuǝnq sɐıɔıʇou ɹǝuǝʇ ɐ sɐʌ oʇsǝ ǝʇsıǝl ǝnb ǝpsǝp",0
¿Qué diferencia hay entre una hechicera y una bruja...? ¡Cinco años de matrimonio! #fb,1
"¿Que le dijo una PC Hembra a una PC Macho?
-""Te voy a romper el Cooler"" (vía @tato95 vía @laburante)",1
"-Disculpame, ¿trabajas acá?
-No, la remera del super me la gané en un sorteo, lo mismo con el balde, el escurridor y el trapo. Vieja puta.",1
El chileno cuando muere Valparaíso,1
"Sin que seas piñata de posada, ya me urge agarrarte a palos y sacarte la fruta.",0
"En una entrevista laboral me preguntaron ""¿cómo te definís?"" Me acosté e hice abdominales ahí mismo.",1
"Pasa un niño y otro niño le dice: -¡Adiós bizco! Y él contesta: -Adiós, par de maricas! #fb",1
"Estoy indignado con Del Bosque por hacer jugar tanto a Torres, a más minutos, menos tontos que pueden picar para vendérselo.",0
"🍟 buena persona, muy linda",0
No le compartas de tu pizza a alguien que no piensa engordar contigo.,1
"Tenemos química. — Awwwwwwwwww *--* ¿tu crees? — ¡Si, mira el horario!. #XD #JAJAJA",1
"Por tu propio bien, y tu propia salud😹nunca lo escribas...🙄",0
"Si ven que escribo pelotudeces, no se alarmen. El hambre activa la parte de mi cerebro que no funciona y desactiva la que sí.",1
"El día que filtren escuchas de conversaciones de Macri con Antonia vamos a confirmar que es más inteligente la nena que él.
#Escuchas",1
"Florentino Pérez:""El madridismo está más unido que nunca"" &lt;- Unidos en acordarse de mi madre...",1
"“Sin ofender”

—Alguien que te va a ofender.",0
"Confirmado: No he ido a la gala del Balón de Oro para que Cristiano no me pegue el retraso mental con su grito del ""BUUUHHH"".",0
Se trata de empezar todo devuelta ⚡,0
#chiste á… estoy embarazada!!! Ay hija! ¿pero dónde tenías la cabeza? Entre el volante y el equipo de música. #chistes RT,1
Que horrible día,0
"Niños no hagan las mismas cosas con su actual pareja que las que hacían con su ex, se ve mal y falto de imaginación.💁🏻‍♀️",0
Rocio quiere qe salga el viernes y tambien ir una joda que se hace antes de qe empiezen las clases  jajajaa lpm,0
imaginen el miercoles 21 mi due conocera al amor de su vida despues de muchos años,0
"—Jeny ¿quién es el padre de la patria?
—No mame profe, no sé ni quien es el padre de mi bebé, menos el de esa pendeja.
—Reprobada.
—Ay :(",1
Hoy el sacerdote me pidió que cantara el Ave Maria en misa. No entiendo por qué me sacaron cuando empecé a bailar como David Bisbal.,1
Ca puta de texto 😍😍😍😍,0
"—Mamá, Estados Unidos está bombardeando Siria, se viene la tercera guerra mundial. —¡¡LAAAA ROPAAAAAA!!",1
"@ShinWhoex ya es tarde, vayamos a dormir.",0
"Aprobé el parcial y me invitaron a Brasil, buen día para mí",0
En el #HotelVictoria me disfrazaré de taquero,0
#INSOLITO Los niños de hoy aprenden antes a usar internet que a leer. #RT,0
Mándame una nude para saber que estás bien.,0
"""El argentino no domina el mundo porque no quiere""

-Viejo, el argentino no domina ni el español como debería.",1
"Vale. Vale. Vale. Vale. Que si... Vale. Vale. Vale. Que si... Vale. Vale. Vale. Vale. MAMÁAAA, ¿TE QUIERES IR DE MI HABITACIÓN YA?",1
"Las Vegas, ahí te voy!! 🤞🏼🤞🏼",0
"Despiértense porquerías, si yo no voy a descansar en domingo... ustedes menos. 📢📢📢ARRIBA!",0
iaie iaie es mi baby solo yo la puedo tener,0
"Había una pareja que se estaban bañando juntos y ella le dice: -Mi amor, háceme cositas malas... Y él le echó shampoo en el ojo...",1
"Me dijo “muero por verte” y supongo que se murió, porque nunca nos vimos.",1
Hoy párese que fuera domingo.,0
Días tristes y estos,0
Y antes me gustaba eso,0
Treinta y dos #ArtistaDelFestivalCNCO️,0
Me traje la cajeta a misa y todos nos estamos preparando unas obleas,0
"Si no quieres odiar una canción, no la dediques y no la pongas de despertador.",0
"OBJETIVO: Vivir solo 

OBSTÁCULO: Mis padres, no se quieren ir por que dicen que es su casa",1
"Con mi grupo de amigas del colegio SIEMPRE hablamos y debatimos sobre feminismo, hablame de amor 💘💘💘💘💘💘",0
"Pendejos que creen en el horóscopo.

✔Acuario
✔Piscis
✔Aries
✔Tauro
✔Geminis
✔Cancer
✔Leo
✔Virgo
✔Libra
✔Escorpio
✔Sagitario
✔Capricornio",1
"Cuando escucho que alguien me dice ""es gratis"" sonrío, ni sé de qué se trata, pero sólo el hecho de saber que es gratis me hace feliz.",0
salen esos números o no?,0
Tio y sobrinas!! 😍😍💓💓 mira Daiana Elizabeth que mal la esta pasando kimy 😂👏,0
"Buenos dias, soldados!!!",0
"—Estoy embarazada de ti. 

—¡Eso es imposible, yo nací hace mucho tiempo!",1
"Malditas ganas de verte, quítamelas.",0
me caigo del sueño,0
"Amigo: Ya no tomes porque vas a manejar.

Mejor amigo: AHORITA PEDIMOS UN UBER ALV, CHÚPALE, PENDEJO.",0
"Quienes son ""las madres"" y quiénes son ""las zorras"", futbolísticamente escribiendo?",0
"Hay tres cosas que el hombre no puede ocultar: Estar borracho, estar enamorado y un elefante en la cocina.",1
He ido al cine a ver la nueva película de 300 y han puesto el partido del Levante.,0
Un día sin cogerte es un día perdido.,0
Sigo buscando la sombra en el desierto.,0
"- Doctor, ¿Que hago con los supositorios?
- ¡Pues metaselos por el culo!
- Tranquilo solo era una pregunta.
#Chis...",1
//OJALÁ ALGUIEN QUE SE HAYA LEÍDO LA SAGA DE VETINARI Y SE HAGA EL PJ OH POR DIOS. Y ME MATO AQUÍ MISMO.,0
"Mentir? prefiero decirle ""modificar la verdad"" #xD #RT",1
Un abrazo por la espalda...,0
"Me desperté de la siesta a las 21, como dormir ahora Yahoo respuestas",0
"Si no puedes cambiar el mundo, por lo menos intenta que el mundo no te cambie a ti. By @jaescolar",0
Si hoy no la mato a Agustina es porque mori de la indignacion. @BustamanteAguss,0
"—¡Doctor, se nos está yendo el paciente! 
—Pues sí pendejo, ya lo di de alta.",1
Porque hablo tanto? Ni dos segundos me puedo callar,0
"Una amiga a la otra -Vi a tu novio con un OVNI
-OVNI?
(O)tra (V)ieja (N)o (I)dentificada  #XD #JAJAJA",1
@brian_apes QUE LINDO TU FANDOM me quiero integrar aaa,0
"A mi me gustaria que mi suegra fuera una estrella. ¿Sí? ¿Para que te lleve a Hollywood? No, para que estuviese a 3000 años luz.",1
"#CMLinkeados Ando necesitando Agust D, Tony Montana, me lo pasan (?",0
Debe ser complicado explicar en una frase que la Premier League es la mejor liga del mundo cuando la gana Pellegrini.,0
"T gusta q t soben q t rocen q t hagan sudar?
Sentir el aliento llegar al fondo, subir, bajar? Pues en el 2015 
Utiliza el autobús 
FELIZ AÑO",1
"Halloween 1990:  los niños salían a pedir dulces.

Halloween 2018: las putas salen a pedir verga.",1
"#LaVozKids1, #puntodemira y #MaestrosDeLaCostura. Por qué unos dias tanto y otros nada? 😓",0
"«We, la neta los asientos alemanes están más cómodos»

—Chicharito aconsejando a James.",0
Mi razón desvaría en el tiempo de momentos y segundos enigmáticos.,0
"Veo series hasta las 5, duermo hasta las 7, trabajo hasta las 16, duermo hasta las 18, veo series hasta las 5, duermo...",0
"Hola @SamuTAL_ nos gustaria contactar con usted, cuando tenga tiempo hablenos al DM.",0
"-Oye, Juan. Estoy pensando otra vez en ir a Europa. -¿Cómo? ¿Es que ya fuiste? -No, pero ya lo había pensado. #fb",1
No ibas a cantar @OmarYubeili ?? ♥️😏,0
¿Sabrás que te escucho diario?,0
"Lo mejor que podemos hacer por nosotras es reivindicar la celultis. 
Ahí celebremos",0
"Que levante la mano quien  guarda su ropa que no le entra, porque jura que se va a poner a dieta y algún día le va a volver a entrar.",0
Regrésenme a mi vida de hace un año🤧,0
"Que el doctorado no quita lo tarado, la maestría no quita lo porquería, la especialización no quita lo guevón. Por eso ni pregrado tengo.",1
Las únicas personas que necesitas en tu vida son aquellas que te demuestren que te necesitan en la suya.,0
"Uno ya no puedes estar tranquilo en Facebook porque te descuidas un momento, te etiquetan y ya debes $500, 2 cogidas y 3 ordenes de tacos.",1
Estaba haciendo zapping y encontré the notebook AAAHHH LA AMO LA AMO LA AMO,0
El trabajo me ha consumido tanto que no he tenido tiempo ni para los amigos 💔,0
"Casillas ha vuelto a ganar una final, es hora que Ancelotti vuelva a poner a Diego López siempre. Que me haga caso que yo se de esto.",0
"Qué le dijo Bob Marley al jardinero?
- Reggue  !!",1
Necesito encontrar algo que hacer urgentemente porque los días así me van a matar,0
No puedo creer la mierda que me siento,0
Siempre me siento en la parte de atrás del bus porque sé que en el fondo aún me amas desgraciada.,1
"De verdad hay personas que se angustian porque no tienen con quién pasar el 14 de febrero, yo por el contrario lo veo a toda madre 🤭😂",0
@AutopCentral donde consulto valores y horarios de tarifa punta y fuera punta? Tengo cobros sospechosos en mi cuenta...,0
"Altintop:""Somos el Barça de Turquía."" &lt;- @policia @FBIPressOffice",0
¿Qué nombres no pueden usar las monjas? (Sor)Rita o (Sor)Raimunda. by @gposse #fb,1
"-Amiga, aquí entre nos, ¿tu marido tiene pene? -Sí, claro -Y por qué coño te sigues acostando con el mío!?",1
me quedo en lo hondo porque por lo menos aquí está oscuro y no se me ve,0
Típico: —¿Te enojaste? — :) —¿Todo bien? — :) —Contestame — :),1
"La persona que te dice que no se arrepiente de nada en la vida, o no toma alcohol, o no lleva el celular cuando lo hace.",0
Últimamente todo me da ganas de llorar,0
crise e,0
Estudiar es desconfiar de la inteligencia del compañero de al lado. #MáximasFilosóficas #fb,1
EL: ¡Te voy a hacer la mujer más feliz del mundo! ELLA: ¡Te voy a extrañar!,1
"Observar a la gente y pensar... 

""¿En serio? ¿Ese es el espermatozoide que ganó?""",1
Que lindo es aprobar 😊😊😊,0
- Doctor y mi suegra?  - Mejorando.  -Y ahora?  - Mejorando.  - Y ahora?  - Deje de darme billetes que no la voy a matar.  - Ay :(,1
"Tu me dices papi al oído, y te lo haré con unas ganas cabronas.🤤🤤",0
Lo más rico del pan dulce con frutas es cuando lo agarras y lo tiras bien a la mierda porque es una asquerosidad,1
"A mí comida de empresa voy yo solo.
-¿Asocial..?.
-Autónomo.",1
"Ell Bigotes sin bigotes.

La paradoja, jaha",0
Ustedes saben cuál es el oficio que ayuda más a los demás @diegodelacurva @rafacotelo? El de Alambrador...porque tira piques ;) (?),1
#chiringuitocity El lacito no te favorece,0
—Domino's Pizza. —Me manda una de pepperoni. —¿A donde sería? —Dirección: Enrique Segoviano. —JAJAJAJÁ te caché Chespirito. —JAJAJÁ chanfle.,1
"No quiero presumir, pero se colorear sin salirme de la raya. :$",1
Quiero que salga la ley que días así no tiene que haber clases ni estudiar,0
"Un niño le pregunta a su papa:-Papa, ¿que voy a hacer de grande?-Nada hijito, Tienes leucemia. &lt;- via @luicast",1
Que adicción,0
"Estamos a 17 días del 4 cumpleaños de #JajaChistes y queremos llegar a los 14K seguidores en Twitter (faltan -50), ¿Nos ayudan por favor? :D",0
"aN
Nada a Perder. Contra tudo. Por todos. #NadaAPerder 
#NAPSP
#NAPSPSorocaba",0
HOUSE estás demas,0
"FB quiere saber qué pienso; Twitter, qué hago; Foursquare, dónde estoy. Empiezo a creer que fueron inventados por mis padres!",1
Voy a extrañar que me cantes al oído las canciones cursis que te gustan 😭,0
Muchas veces reconocemos los momentos importantes de la vida cuando ya han pasado.,0
"Detras de todo gran chiste, hay un pelotudo.",1
"""Diosito, si no puedes hacerme adelgazar, haz que mis amigas engorden"" &lt;--- Una mujer",1
Tres pinches horas con el mismo profe 😑,0
"Tener novia es como tener una mascota.

No tengo mascota",1
Pa que ponen un cosechas en la u si no lo van abrir temprano PA QUEEE,0
Necesito que Alan se levante 😭,0
"Somos dos malditos desconocidos, que se conocen jodidamente bien.",0
Las mujeres pueden desarrollar una tercera mama.,0
Ojalá el 2019 dejen de darse color con entrenar cuando van hacer su cagá de deporte,0
Nuevo nombre :D antes @ChisteComedia ahora @ZonaDeRisas Les gusta???,0
Un RT y un aplauso para esas personas que quieren joderte la vida y lo único que consiguen es hacerte reír.,0
Alguien tiene cuenta de Netflix que quiera compartir conmigo.,0
¡Uy! Ya no se puede responder en 8 días porque se enojan.,0
Que lindo es engancharse con alguien que también esta hasta las manos con vos y que sabes que no te va a cambiar por nadie,0
"#CuandoTigresGanóElÚltimoClásico se preparaba el ""Episodio I"", siguen sin ganar y  acaban de anunciar el ""Episodio 7"" de Star Wars.",1
"—No estaba tan borracho anoche. 

—¿Entonces sí soy el amor de tu vida y nos vamos a casar?

—JAJAJAJAJA ¡Estaba borrachísimo!",1
Parte me puse los auriculares enormes y me transpira toda la oreja,0
"—¿Tiene tarjetas de San Valentín que digan: ""para mi único y verdadero amor""?
—Sí, claro
—Ok, déme diez por favor.",1
Me la voy a jugar ya fue ?,0
Sentir las horas más eternas del mundo cuando tu mejor amigo/a falta al colegio.,0
"Si me tomo un vino a las 5 de la mañana, ¿es tempranillo?",1
— Tú si eres bien puta. — ¿QUÉ? — ¿Aparte de puta sorda? increíble -___-!,1
#FF @Ryuzaki_91 &amp; @711Tatiana!,0
"🤩💋// Jaja aquí un amigo, escríbeme cuando quieras",0
A Justin Bieber le voy a quitar lo niña a putazos... y a Demi Lovato.,0
Hoy se rinde de nuevo y tengo más nervios q No se!.,0
"En breve entro a ver Bohemian Rhapsody, muero por escuchar The Final Contdown",1
"""¿Este 10 de mayo quieres regalarle algo bonito a tu mamá? Hazla mi suegra jejeje.""

—Un pinche feo queriendo hacerse el ""chistoso"".",1
Una ruptura siempre duele.,0
"—Papá, deja de tirarme pedazos de pan!
—Cállate, Paloma!",1
"""La verdadera manera de obtener la felicidad, es haciendo felices a los demás"" BP.",0
"#NombresDeProstitutas: Gema, Rubí, Crystal, Esmeralda y todos los nombres de piedras preciosas que se te puedan ocurrir.",0
Ser gorda y enana no es ser feminista ni luchar contra los «estándares de belleza». Tú sólo naciste fea y cobarde para aceptarlo.,0
Que puta de lata Opah a serio,0
"—Tú mamá tiene cara de ser mi suegra.
—¿Me estas pidiendo que salgamos?
—No, que me presentes a tú hermana.",1
Hoy me hago la foto de orla y no hay corrector suficiente para las ojeras quee tengo.,0
"No te deseo mal, pero ojala y te compres una galleta Oreo y te salga sin cremita.",0
#ArtistaDelFestivalHaAsh️ Diez,0
"El amor no es necesario si tienes:

—Spotify.
—Twitter.
—Internet.
—Netflix.
—Comida.
—Cama.",1
"-la persona que quiera estar contigo está. No me vengas con que el tiempo, tu mamá, la vecina, nada de eso es pura mentira...❤️",0
"""Yo te llamo.""

—Alguien que no te va a llamar.",0
"Un tipo le dice a otro: – – Mi mujer hace tres días que no me habla… Y el otro le dice : – Cuidela, que mujeres así ya no se consiguen!”",1
"RT @leyele: Manolo ¿Queréis ser testigo de Jehová? - ¡Coño, pero si ni siquiera he visto el accidente!",1
No se si es la foto de promoción o de difunto guau,0
"🌸💕🌼　　     🌸💕🌼
🌼　　   🌸　🌼　　  🌸
💕　　   　💕　　      💕
 🌸      te quiero        🌸
　🌼      coger         🌼
　 　💕                💕
　　  　🌸 　 🌼
　　　　   🌼",0
"#ElProblemaNoEs la tarea, el problema es que no salga en google.",1
"Querido Colegio, necesitamos darnos un tiempo, no eres tú soy yo.",1
"Hay veces q Dios no nos concede milagros pq en realidad fue q nosotros metimos la pata,y no usamos el""sentido comun""q El nos dio.",0
Cerra las piernas q  se te va a escapar el guacho 🎶😎😜,0
Tengo 3 malas noticias. 1. Hoy no es sábado. 2. Mañana no es sábado. 3. Pasado mañana TAMPOCO es sábado.,1
Que pajera soy ??‍♀️,0
Como juega dormir con el hoy😏 con la lluvia!!,0
en serio existo?????? jajajs para mi soy invisible en la vida d todos,0
Seremos sobrevivientes de una semana sin feriados compañeros,0
—¿Cuanto cuesta ese oso de peluche? — $250 — Me lo da — ¡Hey un momento niño estos billetes son falsos! — ¡JÁ! ¿Y el oso es verdadero?,1
"Debería haber una ley para adelantar la edad a 18 años a los que empiezan la facultad con 17, que vergüenza única menor😅",1
"Era una chica tan fea, que cuando salía de campamento los lobos encendían fuego para que no se les acercara! #fb",1
Andy bb siempre me hace mejores mis días &lt;3,0
Cómo si fuera a fijarse mis cosas...,0
Sonara muy de viejo lo que voy a decir pero no hay nada mejor que tomar una copa un vaso de vino después de comer ❤👌🏼,0
"Hola Flamenco, que descanses y tengas una Feliz noche! Te desea el TEAM FLAMENKKO #FLAMENKKO",0
"Me quiero morir 
— Yo también 
—¿Tu también te quieres morir?
— No, yo también quiero que te mueras #xD #JAJAJA",1
"Cuando pongan un emoji siempre pongan dos o tres iguales, para que no se sienta solito, porque estar solito se siente muy feo.",1
Rezen para que pase 😢😭,0
"EESOOO EHHH!!!!""@Keev713: #TongaLaSongaMamaSangaMoviendoLaPichangaConSaborACatanga""",0
"Gente que le toma fotos a su cajita de Domino's Pizza, ¿qué quieren que veamos, su pobreza?",1
La indigencia y la mendicidad deben de ser prohibidas y quien quiera pensar esta opción el estado los reabilite en granjas productivas,0
"No llores mirando hacía atrás, mejor sonríe dando un paso al frente. #Frases #fb",0
"- Oiga señor Ud. cuantos hijos tiene? - Tengo 17... - Avemaria! y todos con la misma? - Si, pero con diferente mujer...",1
"— Oye, ¿y cómo eres en la cama?

— Igual, pero con pijama.",1
Sirenas por aqui sirenas por alla...,0
@juancortese Ya que contestas todo: ¿Moreira vive?,0
"—Tú cuarto está hecho un desastre 

—Y eso que no has visto mi vida amorosa, mamá.",1
"Los milagros NO son gratis,si quieres un milagro hay q ir a buscarlo la mayoria de las veces.#GretchenCuotes",0
#DiaMundialdelaSonrisa   Muestren un poco esa su sonrisa de mierda¡¡ ATTE Gloria Alvarez.,0
"Esta gufiá, pero pa darle un palo y ya 😂

- Aquella Gente",0
"Se me acaba de caer el celular y ya no funcionó 

LO NUESTRO.",1
"—Amor, iré a una fiesta con mis amigos. 
—Qué te vaya bien. 
—¿Estás enojada? 
— :) 
—Amor, ¿Qué pasa? 
—✔✔",1
Entro a trabajar ya mismito 😬,0
"Yo en el 2012: ola bb tkm 

Yo en el 2016: ¿Cómo podía escribir así? Que horror. 

Yo en el 2018: ola bb tkm",1
Me quiero ir ya al ejército,0
"—Hola, ¿cómo estás? 

—Mal, mi papá nos dejó, mi mamá es alcohólica, y mi hermana perdió un brazo. 

—Ah, ok. ¿Oye me puedes gomisear?.",1
DE QUE SIRVE VER SI NO VAS A COMER,0
""" vamos a dormir tia me dijo "" y hace una hora esta mirando dibujitos",0
"—Zapatito blanco, zapatito azul, dime cuantos años tienes tú. —239. —No mames Chabelo, última vez que juegas.",1
El problema con mi vida es que gasto como Carlos Slim y gano como Don Ramón. Así no se puede. ☹️,1
"No te odio, pero digamos que no me emociona que hayas nacido.",0
Hace un día de Judías pintas con oreja.,0
"—Oye, ¿Siempre si vas a ir a la fiesta?

—No, yo no, pero Jay Z.",1
Ya quiero que sea navidad para que me etiqueten en una imagen bien pendeja junto a otras 50 personas que ni conozco. Qué nervios.,0
Que premio va a recibir el capítulo de Monster ball Go ? #ExigimosPremioParaMBG !!,0
"sabes ese cuerpesiito tuyooo.....algun dia sera mio....guste a quien le guste y duela a quien le duela....
atte:la funeraria #XD #JAJAJA #RT",1
#SomosPRImeros y hasta que mi celular sirve,0
"Como siempre, viajando sin batería en el celular... No aprendo más",0
-Compadre tengo ganas de hacer el amor -¿Y Ud tiene dinero? -¡Compadre! ¿¡No me diga que me va a cobrar?! #fb,1
"Nadie me deseo suerte nisiquiera un ser de mi familia  pero voy a ser la mejor porque quiero y porque puedo, vale?",0
Me acuerdo de esa adrenalina que sentia antes de presentar un examen jajajaja 🤓,0
Sufrir por ti?... JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA ni que fueses el internet cuando se va.,1
"A algunos se les aparece Freddy Krueger en los sueños, a mi se me aparece Lukaku marcando goles sin parar.",0
Debería jugar las visuals novels de Fate en vez de limitarme al anime porque fijisimo que hay una ruta donde Shinji muere,0
"-Señorita, disculpe pero su vuelo viene demorado... Alicia Machado: -¡Ay, que emoción, es mi color favorito! #fb",1
"Fin de relación

Hombres: Iré al cine con amigos, necesito platicar y olvidarla.

Mujeres: Soltera pero nunca sola, vergas sobran, hoy cojo.",1
"“Está todo muy carisimo” Ramón Ulloa, mi profe de Introducción al Periodismo.",0
Que injusto todo... NO al #AbortoLegalYa Donen pero no los maten xfavor!!!,0
Las relaciones a distancia no duran✏📝,0
"Me gusta saber dónde estás, no porque sea celoso sino porque tengo derecho a saber dónde llevas mi corazón cuando no estoy contigo.",0
quise leerla pero era una oja en blanco,0
"Niveles de retraso mental: 

— Bajo.
— Medio.
— Alto.
— Elevado.
— Regresar con tu ex.",1
"La vida esta tan difícil, tan dura, que si mi mujer se va con otro, no dudo en irme con ella...",1
"-Está tu hermana? Soy Pepe, su novio -No, está en la cama -¿En brazos de Morfeo? -Bueno, el nombre del tío no lo sé! #fb",1
El año con más cambios en toda mi vida.,0
"No entiendo porqué presumen que saben inglés. Digo, estamos a mediados de 2016, es como presumir que saben sumar y restar. Bola de pendejos.",0
En qué se diferencia un árbol de un borracho? En que el árbol empieza del suelo a la copa y el borracho empieza de la copa al suelo,1
Lo bueno de todo esto es que todos los caminos conducen al mismo plantel (?).,0
"¿Quien tiene mas #FrasesTipicasDeLasMamás?, mándelas y les daré RT!",0
"Dos amigos:
- Sabes que mi mujer, a la hora del amor, es como un pez en el agua.
- ¿Qué hace?
- Pues, nada...",1
Me auto-stalkeo 5 o 6 veces aprox por día en todas mis redes sociales porque soy la verga,0
Basil me duele mucho.,0
"Soy de los que cuando me envían una captura, miro la hora, la batería, la señal, las notificaciones...",0
La pantalla de mi computadora se ve más brillante que mi futuro.,1
"-Aló, llamo para informar que mi hijo Jaimito no asistirá a clases xq está enfermo -Ah si? y quien habla? -MI PAPÁ! #fb",1
"Che vignolo, si tenes memoria ponerte a recordad antes que agarre poder en afa angeli$i y Tapia. Ahora son más ""malos como árbitros seguro""",0
"Nunca llueve, hasta que diluvia.",0
No hay sueño,0
Me informan que XVideos no es una empresa que se dedica a la filmación de eventos de XV años.,1
"—Me encanta tu disfraz de vaquita:3
—Soy un dálmata. :(",1
"No les quiero arruinar el eclipse, pero al final Edward Cullen se queda con Bella.",1
A Portugal nos sacas de vender toallas a jubilados y es que hacemos el ridículo hasta contra un país que le llama 'soccer' al fútbol.,0
"El amor a ratos , no sirve ....",0
Me encanta saber que mis abuelos saben textiar y a cada rato me text ✨,0
El árbitro pasó con el seleccionado chileno a recibir la copa.,0
"¿Tienes frío? No. Yo lo decía para abrazarte. Espera, que frío hace ¿No?.",0
"Hoy en el metro se subió un ladrón y traía un cuchillo, por suerte yo tenía un pastel; lo partimos y comenzamos a cantar, fue hermoso.",1
"A mí tambien me caga el auto corrector del iPhone, pero en fin. Feliciano 2013.",1
"EMPRENDER: En lo que se tarda la computadora. 

EM-PRENDER",1
Jabes Manuel Meda solicitamos sus servicios para desalojar interamericana. CODECA,0
"Si hay gente muy ingenua, mejor dicho estúpida, que se deja deslumbrar por cualquier marica que le dice 2 que 3 palabras bonitas.",0
"Escucho mis playlists y ya no sé si soy una adolescente, un albañil, una señora, una anciana o un sacerdote.",1
